id,x,y,timezn_cd,m00,m10,m15,m20,m25,m30,m35,m40,m45,m50,m55,m60,m65,m70,f00,f10,f15,f20,f25,f30,f35,f40,f45,f50,f55,f60,f65,f70,total,admi_cd,etl_ymd
86025994,455052,469793,16,0.92,1.91,4.5,2.14,4.27,2.75,4.05,4.96,5.5,7.4,7.48,5.88,4.81,7.87,0.69,3.97,4.96,2.52,3.89,2.9,2.52,4.66,6.72,6.72,5.73,7.48,4.5,7.33,129.03,47210550,20230823
86025994,455052,469793,20,0.77,2.24,4.34,2.8,3.71,2.24,2.31,3.08,5.04,8.76,6.09,7.0,4.13,6.79,0.49,2.1,2.03,2.66,1.82,1.82,2.94,3.08,4.06,6.44,6.09,6.3,5.74,7.0,111.87,47210550,20230802
86269750,456052,468593,14,2.95,2.95,1.48,4.22,4.64,4.43,2.74,8.64,13.49,12.44,22.35,15.39,15.39,21.72,2.95,3.58,6.11,5.48,6.32,3.79,4.01,5.27,11.38,12.23,13.7,15.81,14.34,18.55,256.35,47210610,20230831
86281938,456102,468543,17,1.7,4.13,8.99,3.16,8.26,7.05,4.62,12.64,15.07,20.42,20.66,18.23,17.74,23.58,2.18,4.62,6.81,6.32,6.81,4.13,6.56,10.69,16.53,16.29,14.1,18.23,13.61,23.82,316.95,47210610,20230805
86281938,456102,468543,22,0.49,2.68,4.38,5.6,8.04,7.31,6.33,9.74,13.39,19.48,22.16,14.12,15.34,20.45,1.22,2.92,5.6,8.04,7.06,2.92,3.65,5.84,11.45,14.12,15.1,14.37,14.12,22.65,278.57,47210610,20230801
86281939,456102,468593,8,0.8,1.0,2.99,2.79,4.39,4.79,2.99,4.39,6.19,10.38,11.58,7.78,9.78,12.18,1.2,1.2,2.4,2.4,4.99,2.99,3.39,4.79,7.98,7.98,10.38,7.78,10.58,10.98,161.07,47210610,20230827
86281939,456102,468593,15,2.01,3.22,5.02,4.82,5.63,4.02,4.82,7.84,11.66,13.06,18.49,14.07,13.46,16.48,1.0,2.41,3.01,3.42,3.42,3.82,4.02,4.62,11.05,11.66,9.85,13.46,11.86,20.09,228.29,47210610,20230805
86294126,456152,468493,12,1.03,1.23,2.06,3.7,6.17,5.14,4.94,8.23,10.29,13.99,18.93,12.34,14.19,20.16,1.03,1.23,5.55,2.67,3.91,4.11,3.29,5.35,12.55,11.52,11.93,15.43,13.17,18.1,232.24,47210610,20230818
86294126,456152,468493,15,1.24,3.09,7.41,3.5,8.43,4.32,2.26,5.97,10.29,12.75,15.84,12.96,11.11,17.07,0.83,1.65,4.32,3.5,3.91,3.29,2.88,5.35,8.85,10.29,11.11,13.37,11.93,16.05,213.57,47210610,20230819
86294126,456152,468493,21,0.82,3.09,4.11,4.32,9.26,6.58,3.91,7.41,10.7,16.46,19.13,11.93,15.63,17.9,1.03,3.7,4.94,5.76,5.55,3.09,3.7,5.55,10.9,13.58,12.14,12.14,12.96,20.77,247.06,47210610,20230801
86025994,455052,469793,9,0.93,1.62,6.85,1.39,3.85,3.54,2.69,4.16,6.16,6.23,6.0,5.23,5.77,6.54,1.08,3.46,3.08,2.0,3.54,2.15,3.46,3.69,6.31,7.16,6.46,6.16,5.23,5.62,120.36,47210550,20230830
86269750,456052,468593,17,2.73,2.31,7.78,4.62,8.2,4.2,2.31,7.78,9.67,16.18,19.33,14.71,12.82,18.7,1.26,2.31,4.2,4.83,7.78,2.94,3.78,5.88,15.55,13.24,13.87,14.71,12.61,22.06,256.36,47210610,20230827
86281938,456102,468543,21,1.46,2.44,7.31,2.92,7.8,6.58,4.14,9.5,12.67,18.28,20.96,17.54,16.57,25.09,1.22,3.17,6.34,6.82,4.87,3.9,5.12,8.28,15.84,13.89,13.16,17.06,16.81,26.56,296.3,47210610,20230817
86281939,456102,468593,15,1.61,0.81,1.81,4.23,4.44,3.83,3.43,9.88,9.68,13.91,15.73,13.51,16.33,21.17,0.81,1.21,4.84,4.44,4.84,3.23,3.02,5.44,10.48,13.71,12.5,13.91,12.7,17.14,228.64,47210610,20230829
86281939,456102,468593,18,1.43,1.02,6.52,3.87,4.89,6.93,6.52,6.32,12.83,19.35,16.5,17.72,11.41,19.55,0.61,2.24,4.07,3.26,4.69,2.85,5.09,4.69,11.2,15.08,14.06,14.67,15.48,18.54,251.39,47210610,20230826
86294126,456152,468493,6,1.03,0.62,1.23,3.29,4.32,2.26,2.26,2.67,5.55,7.61,9.67,10.49,5.14,10.09,0.21,1.23,1.85,1.23,3.91,2.06,1.65,2.47,4.94,4.94,6.58,8.43,5.97,8.02,119.72,47210610,20230829
86294127,456152,468543,8,1.63,2.64,0.81,2.03,5.49,5.29,4.07,7.12,8.75,13.83,19.32,10.98,6.71,16.27,1.63,4.07,4.68,3.05,5.69,2.85,3.46,3.66,7.53,8.54,8.34,8.75,8.95,10.98,187.12,47210610,20230830
86294128,456152,468593,17,0.29,0.77,1.92,1.64,2.12,2.41,2.21,4.14,4.91,8.18,10.49,7.99,6.16,10.1,0.39,0.67,3.27,1.73,2.21,1.92,2.12,2.5,4.71,6.93,5.68,7.41,6.25,9.13,118.25,47210610,20230830
86294129,456152,468643,18,0.83,3.61,6.11,8.05,11.66,6.66,9.99,12.77,19.43,23.32,25.82,17.49,18.6,24.7,1.11,3.33,7.77,8.61,10.27,7.77,6.39,8.33,15.55,21.65,13.33,19.71,16.1,26.65,355.61,47210610,20230804
85904065,454552,467843,17,1.95,4.79,3.23,2.64,3.08,2.79,3.03,4.2,4.84,4.94,4.89,3.76,2.35,3.32,2.59,5.72,2.0,1.61,2.64,2.3,3.13,5.86,5.77,6.01,5.13,4.25,2.64,4.05,103.51,47210620,20230824
85904065,454552,467843,19,1.39,3.26,3.41,2.93,2.83,2.49,3.36,5.33,4.65,5.76,3.74,3.69,2.16,3.59,1.63,3.93,2.21,2.69,4.37,2.78,2.69,5.66,5.71,6.33,4.99,3.69,2.16,4.03,101.46,47210620,20230825
86025994,455052,469793,17,0.69,2.61,8.97,2.3,5.44,3.37,3.37,5.06,6.82,7.13,6.74,6.21,5.36,8.74,0.46,2.45,3.91,2.76,3.22,3.3,2.22,4.22,5.59,7.66,6.44,5.82,4.9,9.44,135.2,47210550,20230829
86025996,455052,469893,14,1.06,0.65,8.82,2.37,3.84,3.51,3.02,4.9,6.21,7.84,6.62,6.7,4.08,8.41,0.25,4.08,3.68,3.02,4.0,2.53,2.45,4.08,6.7,7.68,7.6,5.15,4.9,7.76,131.91,47210550,20230818
86025996,455052,469893,23,0.66,2.06,3.29,1.56,2.72,2.96,2.88,3.7,4.28,7.08,6.09,6.75,3.37,8.23,0.41,1.65,2.22,1.81,2.14,1.89,2.3,3.79,4.44,7.33,4.69,6.01,4.77,8.4,107.48,47210550,20230809
86074750,455252,469793,13,0.85,1.58,5.66,1.4,3.77,2.98,2.5,3.23,4.32,5.48,4.93,5.17,4.32,6.82,1.03,2.98,2.98,1.7,2.8,1.89,1.77,3.1,4.69,5.6,4.99,4.63,4.08,6.16,101.41,47210550,20230829
86281939,456102,468593,7,0.61,0.61,1.82,2.23,5.06,2.84,3.24,5.06,5.27,10.94,11.75,7.09,7.5,12.57,0.4,1.42,2.43,1.42,2.43,1.42,2.23,5.27,6.08,7.5,6.89,8.91,9.52,10.94,143.45,47210610,20230828
86294126,456152,468493,12,1.03,1.65,4.53,4.11,7.2,4.73,3.7,10.49,9.67,15.43,20.57,14.81,11.31,16.25,1.03,2.26,5.35,3.09,5.55,3.5,2.67,8.64,12.14,12.34,11.73,11.31,12.34,18.1,235.53,47210610,20230810
86294126,456152,468493,14,1.03,2.88,4.11,3.91,8.23,4.53,3.91,7.2,9.05,12.14,18.51,11.73,11.73,16.86,0.62,2.47,5.76,5.76,5.76,3.7,4.53,5.97,11.52,11.93,11.31,13.58,10.29,15.22,224.24,47210610,20230804
86294126,456152,468493,21,0.62,1.44,4.73,3.09,9.46,5.76,3.09,10.29,13.37,18.31,19.34,13.78,12.75,20.57,1.24,2.47,5.35,5.14,4.73,3.5,3.5,6.17,9.67,13.37,12.55,18.1,11.73,18.51,252.63,47210610,20230830
86294127,456152,468543,8,1.22,0.41,3.86,3.25,4.07,3.05,5.29,4.27,9.56,7.93,13.02,9.97,9.56,11.39,0.61,0.81,1.83,2.44,3.86,2.24,2.85,4.68,6.71,8.75,8.75,10.58,9.56,11.19,161.71,47210610,20230812
